# x_m,y_m,w_tr_right_m,w_tr_left_m
-220.4953535599657,-17.17264307082237,4.0,4.0
-220.3586322251135,-17.007488705351516,4.0,4.0
-220.2218344786912,-16.8423609819771,4.0,4.0
-220.08485334981452,-16.677366463489566,4.0,4.0
-219.81078413503536,-16.34746306308624,4.0,4.0
-219.67380302228787,-16.18248377131384,4.0,4.0
-219.5366691017279,-16.0177119000478,4.0,4.0
-219.39893921226735,-15.853528046990125,4.0,4.0
-219.11993417653258,-15.528674160576362,4.0,4.0
-218.97824644087677,-15.368352369896684,4.0,4.0
-218.83489305015777,-15.209430210613688,4.0,4.0
-218.69017962868153,-15.051684081526805,4.0,4.0
-218.39894960046732,-14.737422091312911,4.0,4.0
-218.25255524419026,-14.580969977886811,4.0,4.0
-218.10568717052288,-14.424872765618602,4.0,4.0
-217.95845234785938,-14.269064806442417,4.0,4.0
-217.66344785846297,-13.957970296970796,4.0,4.0
-217.51569347008558,-13.802695164893453,4.0,4.0
-217.367832110712,-13.647607475811775,4.0,4.0
-217.2198943454625,-13.492577825630399,4.0,4.0
-217.0719718632742,-13.337551982909247,4.0,4.0
-216.77598937141366,-13.02754882181577,4.0,4.0
-216.62802104373594,-12.8724887247098,4.0,4.0
-216.4799304605623,-12.71744385008633,4.0,4.0
-216.18255734422834,-12.40851490880626,4.0,4.0
-215.8818987549353,-12.103235850869769,4.0,4.0
-215.73093528578667,-11.95101687548261,4.0,4.0
-215.57977315890463,-11.798954896954706,4.0,4.0
-215.27673068298958,-11.495618762576179,4.0,4.0
-214.97290886132373,-11.19295056778752,4.0,4.0
-214.66859803690613,-10.890592557043945,4.0,4.0
-214.36396629726173,-10.588280214880623,4.0,4.0
-214.2115969407219,-10.437179230886308,4.0,4.0
-214.05919702084734,-10.286092517643418,4.0,4.0
-213.75341918233258,-9.98509512344743,4.0,4.0
-213.44411138222821,-9.68845741684961,4.0,4.0
-213.28773834213854,-9.541946380664548,4.0,4.0
-213.13084573928586,-9.395628492213866,4.0,4.0
-212.81623534683249,-9.103771984040792,4.0,4.0
-212.50031077142782,-8.813351258699694,4.0,4.0
-212.34208870657784,-8.668489139348598,4.0,4.0
-212.18372911369795,-8.523769741595071,4.0,4.0
-211.86684184066385,-8.234632567551532,4.0,4.0
-211.54975591164165,-7.9457299311387946,4.0,4.0
-211.23160029403596,-7.658097523929578,4.0,4.0
-210.9103884259777,-7.374431366911281,4.0,4.0
-210.58777067968617,-7.091841809603202,4.0,4.0
-210.26422077599088,-6.810208495457264,4.0,4.0
-209.9400137835937,-6.529322566222228,4.0,4.0
-209.61548588743028,-6.248858618557392,4.0,4.0
-209.29072876900602,-5.968625881531282,4.0,4.0
-208.96514645692713,-5.689773744007426,4.0,4.0
-208.63624810713057,-5.415699945539022,4.0,4.0
-208.3022763751428,-5.1478469362860455,4.0,4.0
-207.96245190117637,-4.8872332755660945,4.0,4.0
-207.79026274921253,-4.759963097784392,4.0,4.0
-207.61642321756588,-4.634838988996402,4.0,4.0
-207.26409865265526,-4.391360562930235,4.0,4.0
-206.90509617610408,-4.158171459271447,4.0,4.0
-206.72283666667926,-4.0460640964061305,4.0,4.0
-206.53911015385611,-3.9356848616866196,4.0,4.0
-206.16936493549179,-3.7176428714390353,4.0,4.0
-205.7974497834315,-3.5028549498540045,4.0,4.0
-205.61088096132784,-3.3963332612762573,4.0,4.0
-205.4240829223974,-3.2901933531619223,4.0,4.0
-205.050058971721,-3.0786173958997862,4.0,4.0
-204.67589748997244,-2.8677162751524796,4.0,4.0
-204.30175129679313,-2.657199080071073,4.0,4.0
-203.92758982677387,-2.4468771746203557,4.0,4.0
-203.5532296930074,-2.236524820945167,4.0,4.0
-203.17871673227125,-2.0261662831006775,4.0,4.0
-202.80408151137215,-1.8157954935563754,4.0,4.0
-202.4294462922473,-1.6054923763857796,4.0,4.0
-202.05474995451277,-1.3951771290277375,4.0,4.0
-201.6795187749782,-1.1861635106828263,4.0,4.0
-201.30207180969134,-0.9823610360616035,4.0,4.0
-200.92101846802194,-0.7859888610880814,4.0,4.0
-200.53576278530602,-0.5979227059034851,4.0,4.0
-200.14624362952634,-0.4191655806836194,4.0,4.0
-199.94980310652335,-0.3334470866952539,4.0,4.0
-199.75235402027673,-0.25030029847181856,4.0,4.0
-199.35479691120173,-0.08921847731278731,4.0,4.0
-199.1553918263703,-0.00989236311641517,4.0,4.0
-198.95563527307286,0.06862446104845543,4.0,4.0
-198.7555730906472,0.1464972066670195,4.0,4.0
-198.5552816867332,0.22392556066802038,4.0,4.0
-198.15425572489244,0.37767677953811984,4.0,4.0
-197.95361285473766,0.45424270429224034,4.0,4.0
-197.7529088602797,0.5306819619397793,4.0,4.0
-197.55220486521497,0.6070571444770757,4.0,4.0
-197.3514397416787,0.6833965864896332,4.0,4.0
-196.94990949556654,0.8358722117806978,4.0,4.0
-196.74908324983323,0.9120441334222011,4.0,4.0
-196.54825700530895,0.9881973219564872,4.0,4.0
-196.3474613241776,1.064335408566302,4.0,4.0
-196.146558673307,1.1404794994741003,4.0,4.0
-195.74475336535426,1.292814898876113,4.0,4.0
-195.54382015177234,1.3689173652351043,4.0,4.0
-195.34285637786903,1.444998777522823,4.0,4.0
-195.14193844873597,1.5210935115266369,4.0,4.0
-194.94105108275463,1.597112008224341,4.0,4.0
-194.53923051507246,1.7491554240422191,4.0,4.0
-194.33831259448328,1.8251894992840605,4.0,4.0
-194.1373793945302,1.901213588046352,4.0,4.0
-193.9364156334096,1.9772396967825054,4.0,4.0
-193.735497715003,2.053328127309619,4.0,4.0
-193.5344575441259,2.1290577305714224,4.0,4.0
-193.13167427309415,2.277287371445209,4.0,4.0
-192.92965610970472,2.3488371154267944,4.0,4.0
-192.72699613446554,2.4184320396163996,4.0,4.0
-192.52367906500416,2.4859972165752184,4.0,4.0
-192.3196284926775,2.551406810832799,4.0,4.0
-192.11482913420033,2.6149217685005293,4.0,4.0
-191.9096477416609,2.6776001344719096,4.0,4.0
-191.70425241027908,2.739657658411015,4.0,4.0
-191.49858201519478,2.8009770700550947,4.0,4.0
-191.2927129627038,2.8616849178698276,4.0,4.0
-190.88050113626366,2.9818244378286907,4.0,4.0
-190.67425005035705,3.041490650655402,4.0,4.0
-190.46793783634206,3.100998680879595,4.0,4.0
-190.26157977527004,3.160388487344927,4.0,4.0
-190.05520643043172,3.219700986291702,4.0,4.0
-189.8487719584301,3.278958538729399,4.0,4.0
-189.64230692211046,3.3381766036499387,4.0,4.0
-189.4358571661532,3.397338770371477,4.0,4.0
-189.0227742757215,3.5156795142719686,4.0,4.0
-188.81624810804644,3.5748316882868827,4.0,4.0
-188.60967609478152,3.633969354411538,4.0,4.0
-188.4031193610193,3.693095363129059,4.0,4.0
-188.19651678207163,3.751959716235524,4.0,4.0
-187.98970026532186,3.8099113588334883,4.0,4.0
-187.78270037375142,3.866473362594272,4.0,4.0
-187.57533372865728,3.9211875892016885,4.0,4.0
-187.15913342538218,4.024542969940292,4.0,4.0
-186.95020808036102,4.072932460577803,4.0,4.0
-186.7407784506125,4.118923738923549,4.0,4.0
-186.53085981786447,4.162879798713321,4.0,4.0
-186.32052858999884,4.205907210954388,4.0,4.0
-185.8992701578971,4.289854981157784,4.0,4.0
-185.68831239088777,4.330787231402656,4.0,4.0
-185.47724765308445,4.371221857632408,4.0,4.0
-185.26604538254398,4.411295870675227,4.0,4.0
-184.84357971479236,4.490722673832675,4.0,4.0
-184.63228575682987,4.530240071304475,4.0,4.0
-184.42094595586863,4.569680398863812,4.0,4.0
-184.209560311866,4.609059353787449,4.0,4.0
-183.99818994976468,4.648390736524429,4.0,4.0
-183.78678902577457,4.687687389739452,4.0,4.0
-183.36397189833392,4.766215519697604,4.0,4.0
-183.1526321018089,4.805444142551343,4.0,4.0
-182.9413228703751,4.8446389883396925,4.0,4.0
-182.73001364119997,4.883813851521625,4.0,4.0
-182.51873497635682,4.922972064443102,4.0,4.0
-182.0961929320145,5.001239014289539,4.0,4.0
-181.88494483266822,5.040362023257533,4.0,4.0
-181.67368145150115,5.079461720220375,4.0,4.0
-181.4623875082518,5.118552377844615,4.0,4.0
-181.25112412821426,5.15763019215799,4.0,4.0
-180.82862793194363,5.235743952804951,4.0,4.0
-180.61739511545986,5.274779901117129,4.0,4.0
-180.40617758049603,5.31379824781288,4.0,4.0
-180.1949753283983,5.352759027909668,4.0,4.0
-179.98375779638926,5.391758820600924,4.0,4.0
-179.772524982777,5.43077716546697,4.0,4.0
-179.35015104235978,5.508781507857087,4.0,4.0
-179.13893350931042,5.5477656005542455,4.0,4.0
-178.9277159760554,5.586739703029715,4.0,4.0
-178.7164984435206,5.625687163546415,4.0,4.0
-178.50531147453748,5.664642712312772,4.0,4.0
-178.2941092246986,5.703310438436375,4.0,4.0
-178.08283056839366,5.741095187836166,4.0,4.0
-177.65990650342212,5.811892056519099,4.0,4.0
-177.44810828134794,5.844308070614495,4.0,4.0
-177.2359585884288,5.874614173828562,4.0,4.0
-177.02345742371008,5.902643381948181,4.0,4.0
-176.810620067899,5.92870111751312,4.0,4.0
-176.59749236690467,5.953877306578781,4.0,4.0
-176.1707785233269,6.0021920866108385,4.0,4.0
-175.95728406843935,6.0253420974603,4.0,4.0
-175.74372848750804,6.048005420781116,4.0,4.0
-175.5300964999903,6.070303378624837,4.0,4.0
-175.31644923149648,6.092350144069103,4.0,4.0
-175.10275611962743,6.114226118090544,4.0,4.0
-174.8890324446623,6.135976972692221,4.0,4.0
-174.46155452787815,6.179308843498814,4.0,4.0
-174.2478002867088,6.2009008002491735,4.0,4.0
-174.03396963833737,6.222459931088439,4.0,4.0
-173.82010842699646,6.243992420181728,4.0,4.0
-173.60621665266729,6.265503977364374,4.0,4.0
-173.39234015907024,6.287006971574151,4.0,4.0
-173.178448384427,6.308484275133452,4.0,4.0
-172.96457189148322,6.32994350021316,4.0,4.0
-172.75069539882278,6.351389405471318,4.0,4.0
-172.32300353900462,6.394246487227754,4.0,4.0
-172.10912704690398,6.415659089538849,4.0,4.0
-171.89528111764542,6.437051235225331,4.0,4.0
-171.68140462654512,6.458416740696197,4.0,4.0
-171.46752813554266,6.479781294027432,4.0,4.0
-171.03979043328386,6.522550363301466,4.0,4.0
-170.82591394093785,6.543917771457187,4.0,4.0
-170.6120527296235,6.565272334429997,4.0,4.0
-170.3981762368176,6.5866116745430485,4.0,4.0
-170.18436087083657,6.607930080232295,4.0,4.0
-169.75662317352518,6.650525980360211,4.0,4.0
-169.54276196520533,6.671848669958684,4.0,4.0
-169.32887019410646,6.693159463795784,4.0,4.0
-169.11497842280525,6.714458841885778,4.0,4.0
-168.68721016158054,6.7567593076558286,4.0,4.0
-168.47331839300156,6.77684839927268,4.0,4.0
-168.2594113449848,6.795497424802459,4.0,4.0
-168.0454737347672,6.812269176503564,4.0,4.0
-167.83142915560614,6.827490964489563,4.0,4.0
-167.40285099672423,6.856711884439723,4.0,4.0
-167.1885007926415,6.870636803464258,4.0,4.0
-166.97412002732392,6.884082173997259,4.0,4.0
-166.75967814128097,6.897130302196862,4.0,4.0
-166.54514457002554,6.909864442470511,4.0,4.0
-166.1161996777112,6.935027294810467,4.0,4.0
-165.90169666885927,6.947453153519579,4.0,4.0
-165.68722422229044,6.959803846499827,4.0,4.0
-165.47273649425208,6.972098875948572,4.0,4.0
-165.04388329724685,6.996486747135089,4.0,4.0
-164.8294261367808,7.008699951974354,4.0,4.0
-164.61498425664996,7.02091458267314,4.0,4.0
-164.40054237572556,7.033113037144309,4.0,4.0
-164.18606993155913,7.045293414811099,4.0,4.0
-163.75714032281297,7.069604690502752,4.0,4.0
-163.54268315912603,7.081747960928272,4.0,4.0
-163.32822599520136,7.093863637979019,4.0,4.0
-163.1137535494491,7.1059755064165095,4.0,4.0
-162.89929638442442,7.118075008850636,4.0,4.0
-162.47032092809647,7.142240709327028,4.0,4.0
-162.25584848061013,7.154306909650643,4.0,4.0
-162.0413607515027,7.166107645894062,4.0,4.0
-161.8268730208476,7.177023028026863,4.0,4.0
-161.61246169513137,7.186513091910394,4.0,4.0
-161.18376128945016,7.199583562671614,4.0,4.0
-160.96933467804467,7.202954646143349,4.0,4.0
-160.75478581493522,7.204497456317258,4.0,4.0
-160.54008413813102,7.2052595750623,4.0,4.0
-160.32530605421147,7.205450806495211,4.0,4.0
-159.89565819633015,7.203781397391856,4.0,4.0
-159.68075786038924,7.202168143268533,4.0,4.0
-159.46585752409908,7.200214258004722,4.0,4.0
-159.2509419062934,7.198020123144472,4.0,4.0
-159.03602628845144,7.1956566262577315,4.0,4.0
-158.82111067039628,7.193174668481655,4.0,4.0
-158.6061797709557,7.190608980467334,4.0,4.0
-158.17633325306525,7.185345350705568,4.0,4.0
-157.96140235399528,7.1826397941879305,4.0,4.0
-157.74647145533834,7.179898082276246,4.0,4.0
-157.53154055696848,7.177135914392014,4.0,4.0
-157.316594377592,7.1743585226470215,4.0,4.0
-157.10164819849734,7.171567332536011,4.0,4.0
-156.88673258135788,7.168766630000141,4.0,4.0
-156.45684022183423,7.163152853577846,4.0,4.0
-156.24190932428778,7.160300295313512,4.0,4.0
-156.02699370860893,7.157434890847849,4.0,4.0
-155.81207809333935,7.1545599715830335,4.0,4.0
-155.59714719720444,7.151674110932998,4.0,4.0
-155.38224686387713,7.148779686071931,4.0,4.0
-154.95241563498303,7.14297942113999,4.0,4.0
-154.73748474028415,7.140058831158985,4.0,4.0
-154.5225691274865,7.1371125526900405,4.0,4.0
-154.3076687965391,7.133898904700432,4.0,4.0
-154.09286015338344,7.129800382896189,4.0,4.0
-153.66330399221076,7.120331678897209,4.0,4.0
-153.44846478809006,7.115529534446011,4.0,4.0
-153.23359502302003,7.1105294810241135,4.0,4.0
-153.0187711029429,7.105376239747744,4.0,4.0
-152.58910798447252,7.094749107537129,4.0,4.0
-152.37431462930306,7.089321839959704,4.0,4.0
-152.15950599307277,7.083841764690506,4.0,4.0
-151.94475848376752,7.078323630190992,4.0,4.0
-151.73001097638482,7.072756495131539,4.0,4.0
-151.30048540121163,7.061593679999953,4.0,4.0
-151.08575317641584,7.055997999487332,4.0,4.0
-150.8709903891074,7.050386620736392,4.0,4.0
-150.6562581643965,7.0447595435002315,4.0,4.0
-150.22676315378743,7.033463520053036,4.0,4.0
-150.01200036892436,7.027791723884803,4.0,4.0
-149.7972223035847,7.022107555931189,4.0,4.0
-149.58245952002966,7.016413873865544,4.0,4.0
-149.15290339156087,7.0049913042134655,4.0,4.0
-148.93811004637888,6.999260990118308,4.0,4.0
-148.7233625460115,6.9935192592580675,4.0,4.0
-148.5085997660274,6.98776468357773,4.0,4.0
-148.0791047711462,6.976203198915938,4.0,4.0
-147.864387836619,6.970421029590581,4.0,4.0
-147.64968618355132,6.964628393267462,4.0,4.0
-147.4349539679348,6.958821486303956,4.0,4.0
-147.22023703366096,6.953002209008947,4.0,4.0
-146.79077260496706,6.941277546584551,4.0,4.0
-146.5759945462076,6.935406412937514,4.0,4.0
-146.3612623301452,6.929563826037814,4.0,4.0
-146.1465453943174,6.923711721962938,4.0,4.0
-145.71708095792013,6.911965175563372,4.0,4.0
-145.50237930257077,6.906061693728599,4.0,4.0
-145.2876165236462,6.900126809530928,4.0,4.0
-145.0728384629229,6.894179558424593,4.0,4.0
-144.85802983834728,6.888267036627711,4.0,4.0
-144.4283667424007,6.8764220120702895,4.0,4.0
-144.2135275525115,6.870477139061952,4.0,4.0
-143.99867308136456,6.864517517806155,4.0,4.0
-143.78386445628917,6.858541722930014,4.0,4.0
-143.569025270096,6.852521683074379,4.0,4.0
-143.35420136518974,6.846531140221257,4.0,4.0
-142.9246146800715,6.834537209306845,4.0,4.0
-142.70983661859208,6.828520024627322,4.0,4.0
-142.495043275689,6.822484285424772,4.0,4.0
-142.2802499339487,6.816432370827641,4.0,4.0
-142.06544131147766,6.810340973228262,4.0,4.0
-141.63579350293998,6.798211929523143,4.0,4.0
-141.42096959807813,6.792133374080392,4.0,4.0
-141.20616097402856,6.785785550117583,4.0,4.0
-140.99144403704582,6.778554275465097,4.0,4.0
-140.56259085134903,6.759979895052115,4.0,4.0
-140.3480878516169,6.749903213204238,4.0,4.0
-140.13355428863358,6.739647653121823,4.0,4.0
-139.91905128747655,6.7290348107497255,4.0,4.0
-139.4900300036869,6.706849558841374,4.0,4.0
-139.27546587675806,6.695477434898141,4.0,4.0
-139.06088646705552,6.683971151528231,4.0,4.0
-138.846307056188,6.672364012463161,4.0,4.0
-138.63169708176457,6.660684559156045,4.0,4.0
-138.20249241250468,6.637162473451042,4.0,4.0
-137.98791300030763,6.625341249588167,4.0,4.0
-137.77333358906702,6.613527638518857,4.0,4.0
-137.558769459473,6.601699754558785,4.0,4.0
-137.34422061136763,6.589853793401906,4.0,4.0
-136.91510763436128,6.5661090618384765,4.0,4.0
-136.70055878659264,6.554212195174117,4.0,4.0
-136.48599465751022,6.542298201823748,4.0,4.0
-136.2714305282318,6.530376598445954,4.0,4.0
-135.84231755052744,6.5065005626532795,4.0,4.0
-135.62778398323815,6.49454422831001,4.0,4.0
-135.4132656969821,6.482576475890479,4.0,4.0
-135.19877797318043,6.470342311615245,4.0,4.0
-134.98442778069804,6.457223743294973,4.0,4.0
-134.77032208833086,6.442686990600919,4.0,4.0
-134.55649145798512,6.426247748971816,4.0,4.0
-134.1287079450578,6.389759823525609,4.0,4.0
-133.91469393798502,6.370957100687749,4.0,4.0
-133.7007410560209,6.351604424359084,4.0,4.0
-133.48677289318564,6.331752695088223,4.0,4.0
-133.2727436059614,6.311578887692368,4.0,4.0
-133.05876016358314,6.2911377157146156,4.0,4.0
-132.84485312859331,6.270505295919994,4.0,4.0
-132.63099193810697,6.249734910060983,4.0,4.0
-132.20330012155094,6.207900608225275,4.0,4.0
-131.9895000602901,6.18685143942781,4.0,4.0
-131.77566943887774,6.165848416517717,4.0,4.0
-131.56182353519063,6.144832549456823,4.0,4.0
-131.34799291241612,6.123790517034417,4.0,4.0
-130.9203316652728,6.081635089515423,4.0,4.0
-130.70651632258097,6.060504093598875,4.0,4.0
-130.49270098167827,6.039343123659767,4.0,4.0
-130.2788703608939,6.018219265508526,4.0,4.0
-130.06502445872525,5.997098735261398,4.0,4.0
-129.8512091189069,5.975967262723483,4.0,4.0
-129.6374090601473,5.9548191389471175,4.0,4.0
-129.20977837957773,5.912481029055512,4.0,4.0
-128.99600888327,5.891288186359963,4.0,4.0
-128.7822393870419,5.870090111408542,4.0,4.0
-128.5685157341038,5.848882044640906,4.0,4.0
-128.1410684267864,5.806431659491441,4.0,4.0
-127.92735241302833,5.785188387323192,4.0,4.0
-127.71362111770797,5.763903727382482,4.0,4.0
-127.49985925935869,5.7426219214279275,4.0,4.0
-127.2860362748991,5.721341542145838,4.0,4.0
-126.85836738118637,5.6787441515568,4.0,4.0
-126.64452911287603,5.657426189303998,4.0,4.0
-126.43068320331513,5.6360920520134155,4.0,4.0
-126.21683729351862,5.614760293291555,4.0,4.0
-126.00305250971213,5.5934023682381655,4.0,4.0
-125.78929064869754,5.5720453951555395,4.0,4.0
-125.57552878744349,5.550689374311435,4.0,4.0
-125.36178220720984,5.529323360654022,4.0,4.0
-125.14805090813232,5.507944503823516,4.0,4.0
-124.93431960883159,5.486552802149262,4.0,4.0
-124.72058066832358,5.465157293480772,4.0,4.0
-124.50680352304069,5.443749891579831,4.0,4.0
-124.29301873630426,5.422302528060651,4.0,4.0
-124.079203386859,5.400837086311995,4.0,4.0
-123.86536511543859,5.379358800746041,4.0,4.0
-123.65152684381856,5.357868618514956,4.0,4.0
-123.43768857217842,5.336367019826594,4.0,4.0
-123.22385794136443,5.314822605094395,4.0,4.0
-123.00998910791716,5.293283899923515,4.0,4.0
-122.79612027582614,5.27176184395697,4.0,4.0
-122.58223616353506,5.250228846563505,4.0,4.0
-122.36838261484982,5.22868157781024,4.0,4.0
-122.15450614513388,5.207120511350086,4.0,4.0
-121.94066023850384,5.185541367347075,4.0,4.0
-121.72682961379267,5.16397173826955,4.0,4.0
-121.51305247433817,5.142386884830437,4.0,4.0
-121.29931353998778,5.120779197983127,4.0,4.0
-121.08556696688473,5.099160091854438,4.0,4.0
-120.87180511388028,5.077528140961956,4.0,4.0
-120.65803562148946,5.05588334529869,4.0,4.0
-120.4442814111506,5.034224753420201,4.0,4.0
-120.23051956031735,5.012568064083384,4.0,4.0
-120.01671186427617,4.990893297199542,4.0,4.0
-119.80295765236653,4.9691752366535695,4.0,4.0
-119.58929512886313,4.947455750696106,4.0,4.0
-119.37570137161168,4.9257315068335785,4.0,4.0
-119.1621381771464,4.904000125287405,4.0,4.0
-118.94862082650127,4.882261133402965,4.0,4.0
-118.7351340390945,4.860436983154319,4.0,4.0
-118.52160140933488,4.838592852832454,4.0,4.0
-118.30795416791692,4.8168605206028765,4.0,4.0
-118.09427636045015,4.795113441376935,4.0,4.0
-117.88060619082202,4.773349709324834,4.0,4.0
-117.66693601883057,4.751566948427655,4.0,4.0
-117.45321236048666,4.729766586242623,4.0,4.0
-117.23951926407885,4.7078967648653425,4.0,4.0
-117.02589493669221,4.685971280729133,4.0,4.0
-116.81217892300053,4.664197560693265,4.0,4.0
-116.5984247038728,4.642410518170264,4.0,4.0
-116.38473160810008,4.620611105030735,4.0,4.0
-116.17101558889098,4.5987917145740465,4.0,4.0
-115.95726136538168,4.576952815754137,4.0,4.0
-115.74351478191173,4.555071099632702,4.0,4.0
-115.31602161899485,4.510986545369706,4.0,4.0
-115.10242020928834,4.488021092640547,4.0,4.0
-114.8889486895217,4.464375805699253,4.0,4.0
-114.67537784088049,4.440809491872566,4.0,4.0
-114.46178406985318,4.417112350812191,4.0,4.0
-114.24819793932502,4.3932220579643015,4.0,4.0
-113.82123197775972,4.34502044056498,4.0,4.0
-113.60780630199051,4.32078761291479,4.0,4.0
-113.39438062605018,4.296488185400171,4.0,4.0
-113.18095495002142,4.272134520842146,4.0,4.0
-112.96753691444063,4.247738038712986,4.0,4.0
